# BUSCO version is: 3.0.2 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/local/bin/run_BUSCO.py -i Daphnia.cds.aed.0.6.fasta -o output -l arthropoda_odb9/ -m transcriptome -c 1
#
# Busco id	Status	Sequence	Score	Length
EOG090X06V5	Complete	Daphnia06806-RA	223.4	138
EOG090X06VP	Complete	Daphnia09614-RA	314.7	269
EOG090X06W8	Complete	Daphnia11290-RA	479.9	279
EOG090X06W9	Complete	Daphnia00458-RA	255.2	217
EOG090X06XN	Complete	Daphnia09797-RA	678.5	404
EOG090X06XP	Complete	Daphnia06780-RA	440.0	307
EOG090X06XW	Complete	Daphnia08835-RA	427.8	243
EOG090X06Y8	Complete	Daphnia12384-RA	579.1	320
EOG090X06YP	Complete	Daphnia10913-RA	473.6	389
EOG090X0702	Missing
EOG090X0719	Complete	Daphnia12266-RA	253.7	182
EOG090X071P	Complete	Daphnia02133-RA	225.6	275
EOG090X072H	Complete	Daphnia07694-RA	425.4	260
EOG090X072S	Complete	Daphnia05421-RA	345.5	356
EOG090X073E	Duplicated	Daphnia13396-RA	550.7	289
EOG090X073E	Duplicated	Daphnia13396-RB	550.7	289
EOG090X073W	Duplicated	Daphnia01720-RA	298.9	313
EOG090X073W	Duplicated	Daphnia08390-RA	297.8	289
EOG090X0755	Complete	Daphnia12561-RA	284.8	238
EOG090X076M	Complete	Daphnia13528-RA	531.0	373
EOG090X076S	Complete	Daphnia12563-RA	471.4	298
EOG090X076T	Missing
EOG090X0770	Complete	Daphnia02159-RA	556.9	296
EOG090X0784	Duplicated	Daphnia07313-RA	491.5	430
EOG090X0784	Duplicated	Daphnia07313-RB	487.4	461
EOG090X078K	Complete	Daphnia13165-RA	192.9	170
EOG090X078Z	Complete	Daphnia01551-RA	336.8	216
EOG090X07AI	Duplicated	Daphnia02223-RA	531.5	391
EOG090X07AI	Duplicated	Daphnia02557-RA	604.7	389
EOG090X07AW	Complete	Daphnia06106-RA	602.0	499
EOG090X07B2	Complete	Daphnia12752-RA	260.5	191
EOG090X07B6	Complete	Daphnia06224-RA	199.0	232
EOG090X07BN	Complete	Daphnia13130-RA	188.5	109
EOG090X07BV	Complete	Daphnia07083-RA	538.4	314
EOG090X07CE	Complete	Daphnia01221-RA	378.4	243
EOG090X07CF	Complete	Daphnia00310-RA	597.3	340
EOG090X07D3	Complete	Daphnia11951-RA	454.4	274
EOG090X07E2	Complete	Daphnia13139-RA	506.9	296
EOG090X07E6	Complete	Daphnia06131-RA	278.7	323
EOG090X07ET	Complete	Daphnia06665-RA	407.0	274
EOG090X07G2	Complete	Daphnia10825-RA	545.8	294
EOG090X07H9	Complete	Daphnia07497-RA	306.4	334
EOG090X07HG	Complete	Daphnia08347-RA	471.0	290
EOG090X07HN	Complete	Daphnia03948-RA	367.6	272
EOG090X07I2	Complete	Daphnia07565-RA	382.7	288
EOG090X07IA	Complete	Daphnia01938-RA	311.2	219
EOG090X07IC	Duplicated	Daphnia06432-RA	347.2	219
EOG090X07IC	Duplicated	Daphnia06432-RB	347.2	219
EOG090X07J3	Duplicated	Daphnia09498-RB	432.9	238
EOG090X07J3	Duplicated	Daphnia09498-RC	432.9	238
EOG090X07J3	Duplicated	Daphnia09498-RD	432.9	238
EOG090X07J4	Complete	Daphnia03123-RA	372.6	252
EOG090X07J8	Complete	Daphnia03458-RA	555.0	382
EOG090X07JL	Complete	Daphnia07714-RA	616.8	328
EOG090X07K0	Fragmented	Daphnia12090-RA	374.7	195
EOG090X07KM	Complete	Daphnia07016-RA	375.3	251
EOG090X07KN	Complete	Daphnia01439-RA	478.7	288
EOG090X07KO	Complete	Daphnia06252-RA	300.1	235
EOG090X07KR	Complete	Daphnia08517-RA	344.7	249
EOG090X07L3	Complete	Daphnia07154-RA	482.4	280
EOG090X07LH	Complete	Daphnia03708-RA	326.5	270
EOG090X07MB	Complete	Daphnia12803-RA	327.0	203
EOG090X07N7	Complete	Daphnia10984-RA	160.6	246
EOG090X07N9	Complete	Daphnia10818-RA	485.2	308
EOG090X07NA	Complete	Daphnia11444-RA	337.0	331
EOG090X07NG	Complete	Daphnia10631-RA	233.6	194
EOG090X07NR	Duplicated	Daphnia10314-RA	174.8	146
EOG090X07NR	Duplicated	Daphnia10314-RB	174.8	146
EOG090X07NU	Complete	Daphnia02108-RA	464.2	261
EOG090X07NZ	Complete	Daphnia01467-RA	450.2	292
EOG090X07PD	Complete	Daphnia01268-RA	446.8	461
EOG090X07PL	Complete	Daphnia00671-RA	332.8	224
EOG090X07QN	Complete	Daphnia00548-RA	568.0	332
EOG090X07RL	Complete	Daphnia11762-RB	238.9	206
EOG090X07S3	Complete	Daphnia07872-RA	372.8	299
EOG090X07S9	Duplicated	Daphnia02714-RA	521.0	440
EOG090X07S9	Duplicated	Daphnia02714-RB	510.4	434
EOG090X07SD	Complete	Daphnia10517-RA	243.4	189
EOG090X07SL	Missing
EOG090X07SU	Complete	Daphnia07176-RA	214.1	248
EOG090X07TK	Complete	Daphnia10196-RA	371.3	287
EOG090X07TT	Complete	Daphnia05398-RA	557.7	306
EOG090X07UV	Complete	Daphnia03230-RA	275.5	173
EOG090X07V0	Complete	Daphnia03300-RA	157.7	230
EOG090X07VJ	Complete	Daphnia10289-RA	343.9	343
EOG090X07W1	Complete	Daphnia04956-RA	394.0	325
EOG090X07WF	Complete	Daphnia11404-RA	544.1	289
EOG090X07WR	Complete	Daphnia00300-RA	364.4	241
EOG090X07XQ	Complete	Daphnia07511-RA	327.3	277
EOG090X07YB	Complete	Daphnia02206-RA	132.8	206
EOG090X07YX	Complete	Daphnia01549-RA	370.6	259
EOG090X080D	Complete	Daphnia10403-RA	382.2	236
EOG090X080R	Complete	Daphnia08875-RA	404.8	251
EOG090X081J	Complete	Daphnia13736-RA	301.9	200
EOG090X081V	Complete	Daphnia00712-RA	484.7	260
EOG090X081X	Complete	Daphnia10310-RA	414.0	275
EOG090X0822	Complete	Daphnia03282-RA	606.0	323
EOG090X083C	Complete	Daphnia13303-RA	429.8	226
EOG090X083V	Complete	Daphnia11754-RA	335.9	234
EOG090X0840	Complete	Daphnia12983-RA	495.1	272
EOG090X0844	Complete	Daphnia13203-RA	324.2	293
EOG090X084E	Complete	Daphnia03291-RA	299.8	326
EOG090X0856	Complete	Daphnia02887-RA	257.7	207
EOG090X085R	Complete	Daphnia10658-RA	366.6	285
EOG090X085S	Complete	Daphnia04404-RA	271.2	207
EOG090X085T	Complete	Daphnia10454-RA	295.2	228
EOG090X0864	Complete	Daphnia03970-RA	479.5	355
EOG090X0867	Complete	Daphnia01595-RA	535.6	304
EOG090X087A	Complete	Daphnia06570-RA	362.7	295
EOG090X088H	Complete	Daphnia11527-RA	382.9	234
EOG090X089S	Complete	Daphnia08242-RA	272.7	247
EOG090X08AZ	Complete	Daphnia07250-RA	578.8	299
EOG090X08BF	Duplicated	Daphnia01963-RA	421.6	334
EOG090X08BF	Duplicated	Daphnia01963-RB	495.0	334
EOG090X08BJ	Complete	Daphnia00115-RA	311.7	163
EOG090X08CD	Complete	Daphnia06097-RA	332.7	228
EOG090X08DF	Complete	Daphnia08962-RA	231.3	165
EOG090X08E0	Complete	Daphnia10602-RA	343.1	242
EOG090X08FA	Complete	Daphnia02381-RA	273.3	311
EOG090X08GG	Duplicated	Daphnia00426-RA	574.6	483
EOG090X08GG	Duplicated	Daphnia00426-RB	574.6	483
EOG090X08IP	Complete	Daphnia04975-RA	479.9	307
EOG090X08J3	Duplicated	Daphnia05060-RA	219.0	275
EOG090X08J3	Duplicated	Daphnia05060-RB	219.0	275
EOG090X08J3	Duplicated	Daphnia05530-RA	214.2	271
EOG090X08JG	Duplicated	Daphnia05970-RB	260.1	306
EOG090X08JG	Duplicated	Daphnia05970-RC	263.6	267
EOG090X08JJ	Complete	Daphnia12691-RA	278.9	257
EOG090X08JU	Complete	Daphnia12807-RA	194.6	179
EOG090X08KD	Complete	Daphnia05587-RA	350.6	236
EOG090X08KI	Complete	Daphnia11739-RA	410.1	274
EOG090X08NC	Complete	Daphnia10552-RA	454.6	359
EOG090X08O3	Complete	Daphnia07836-RA	378.9	265
EOG090X08OG	Complete	Daphnia03018-RA	92.4	106
EOG090X08P9	Complete	Daphnia11927-RA	426.9	300
EOG090X08PA	Complete	Daphnia12271-RA	495.8	387
EOG090X08PK	Duplicated	Daphnia10877-RA	387.0	275
EOG090X08PK	Duplicated	Daphnia10877-RB	387.0	275
EOG090X08PQ	Complete	Daphnia11956-RA	294.5	297
EOG090X08PR	Complete	Daphnia08534-RA	492.4	327
EOG090X08QZ	Complete	Daphnia08622-RA	475.2	279
EOG090X08S2	Complete	Daphnia08117-RA	266.3	317
EOG090X08ST	Complete	Daphnia00349-RA	406.2	275
EOG090X08SX	Complete	Daphnia04508-RA	536.4	395
EOG090X08T4	Complete	Daphnia06594-RA	475.9	282
EOG090X08TI	Complete	Daphnia10104-RA	386.8	294
EOG090X08VB	Complete	Daphnia11979-RA	298.9	337
EOG090X08VX	Duplicated	Daphnia01532-RA	355.4	225
EOG090X08VX	Duplicated	Daphnia01532-RB	386.9	234
EOG090X08W6	Complete	Daphnia01649-RA	322.5	215
EOG090X08WB	Complete	Daphnia10178-RA	591.6	360
EOG090X08WI	Complete	Daphnia03693-RA	381.9	229
EOG090X08WK	Complete	Daphnia12675-RA	269.0	235
EOG090X08WT	Duplicated	Daphnia06479-RA	423.8	393
EOG090X08WT	Duplicated	Daphnia06479-RB	423.8	393
EOG090X08X5	Complete	Daphnia02651-RA	395.1	319
EOG090X08Y3	Duplicated	Daphnia05358-RA	251.6	218
EOG090X08Y3	Duplicated	Daphnia05358-RB	251.6	218
EOG090X08YX	Complete	Daphnia11148-RA	560.1	345
EOG090X08Z3	Complete	Daphnia03401-RA	488.5	282
EOG090X0906	Complete	Daphnia00521-RA	560.6	287
EOG090X090D	Complete	Daphnia03485-RA	421.3	231
EOG090X090P	Complete	Daphnia12496-RA	343.8	239
EOG090X091L	Complete	Daphnia00772-RA	281.0	202
EOG090X092A	Complete	Daphnia04236-RA	452.5	232
EOG090X093U	Complete	Daphnia06600-RA	456.9	328
EOG090X094T	Missing
EOG090X096L	Complete	Daphnia13592-RA	205.7	246
EOG090X0971	Missing
EOG090X097L	Complete	Daphnia12364-RA	430.6	248
EOG090X0989	Complete	Daphnia02546-RA	393.0	217
EOG090X098F	Duplicated	Daphnia03623-RA	451.3	307
EOG090X098F	Duplicated	Daphnia03623-RB	451.5	307
EOG090X098P	Complete	Daphnia09493-RA	436.3	270
EOG090X098Y	Complete	Daphnia12533-RA	439.0	223
EOG090X099V	Complete	Daphnia12386-RA	217.9	175
EOG090X09A7	Complete	Daphnia03085-RA	471.4	239
EOG090X09AY	Complete	Daphnia05687-RA	176.5	176
EOG090X09BG	Missing
EOG090X09BQ	Complete	Daphnia13304-RA	164.5	156
EOG090X09C5	Complete	Daphnia00027-RA	349.9	238
EOG090X09CU	Complete	Daphnia07037-RA	301.8	266
EOG090X09D3	Complete	Daphnia06094-RA	377.3	221
EOG090X09DD	Complete	Daphnia04507-RA	375.3	229
EOG090X09DI	Complete	Daphnia13297-RA	469.7	397
EOG090X09DZ	Missing
EOG090X09EK	Complete	Daphnia09766-RA	329.8	223
EOG090X09EZ	Complete	Daphnia10262-RA	396.5	254
EOG090X09GI	Complete	Daphnia03193-RA	170.5	164
EOG090X09GK	Complete	Daphnia10534-RA	412.5	269
EOG090X09JT	Complete	Daphnia03908-RA	410.1	265
EOG090X09KD	Complete	Daphnia08427-RA	403.9	215
EOG090X09LE	Complete	Daphnia07837-RA	396.0	188
EOG090X09LQ	Complete	Daphnia10131-RA	399.4	204
EOG090X09MN	Complete	Daphnia05610-RA	366.8	313
EOG090X09NN	Complete	Daphnia06121-RA	439.2	267
EOG090X09NR	Complete	Daphnia00710-RA	299.3	252
EOG090X09NT	Duplicated	Daphnia11119-RB	327.4	218
EOG090X09NT	Duplicated	Daphnia11119-RC	317.5	204
EOG090X09Q6	Complete	Daphnia12626-RA	384.8	274
EOG090X09QP	Complete	Daphnia11587-RA	223.8	141
EOG090X09QT	Complete	Daphnia03592-RA	380.3	291
EOG090X09RW	Complete	Daphnia09859-RA	419.1	272
EOG090X09SP	Complete	Daphnia06232-RA	240.6	130
EOG090X09TN	Complete	Daphnia04792-RA	153.3	141
EOG090X09TR	Complete	Daphnia06681-RA	295.3	191
EOG090X09TV	Complete	Daphnia03714-RA	299.6	335
EOG090X09U3	Complete	Daphnia12858-RA	432.0	243
EOG090X09U6	Complete	Daphnia01520-RA	377.1	245
EOG090X09U7	Duplicated	Daphnia12431-RA	382.0	334
EOG090X09U7	Duplicated	Daphnia12431-RB	382.0	334
EOG090X09UC	Complete	Daphnia10536-RA	333.5	204
EOG090X09V8	Complete	Daphnia02135-RA	521.0	293
EOG090X09VM	Complete	Daphnia12845-RA	370.9	194
EOG090X09VR	Duplicated	Daphnia10729-RA	165.8	100
EOG090X09VR	Duplicated	Daphnia10729-RB	165.8	100
EOG090X09WX	Complete	Daphnia06119-RA	423.9	319
EOG090X09XM	Complete	Daphnia06493-RA	306.3	214
EOG090X09YS	Complete	Daphnia03258-RA	516.8	268
EOG090X09ZA	Complete	Daphnia03056-RA	443.8	267
EOG090X09ZG	Complete	Daphnia11272-RA	224.7	218
EOG090X09ZU	Complete	Daphnia00328-RA	391.7	254
EOG090X0A0R	Duplicated	Daphnia08209-RA	289.0	180
EOG090X0A0R	Duplicated	Daphnia08209-RB	289.0	180
EOG090X0A0V	Complete	Daphnia12912-RA	239.1	195
EOG090X0A11	Complete	Daphnia08254-RA	294.8	227
EOG090X0A16	Complete	Daphnia06890-RA	331.0	266
EOG090X0A1W	Complete	Daphnia06346-RA	377.2	244
EOG090X0A2Q	Duplicated	Daphnia06379-RA	447.1	229
EOG090X0A2Q	Duplicated	Daphnia06379-RB	421.1	209
EOG090X0A2Q	Duplicated	Daphnia06379-RC	440.8	223
EOG090X0A33	Complete	Daphnia11526-RA	438.5	269
EOG090X0A3R	Missing
EOG090X0A4V	Complete	Daphnia01108-RA	287.1	224
EOG090X0A55	Duplicated	Daphnia13327-RA	187.3	191
EOG090X0A55	Duplicated	Daphnia13327-RB	187.3	191
EOG090X0A56	Complete	Daphnia05145-RA	252.2	235
EOG090X0A5B	Complete	Daphnia04784-RA	282.6	175
EOG090X0A5G	Complete	Daphnia12317-RA	192.6	168
EOG090X0A5K	Complete	Daphnia10604-RA	271.8	218
EOG090X0A5X	Complete	Daphnia12816-RA	98.4	109
EOG090X0A6P	Complete	Daphnia09883-RA	233.5	197
EOG090X0A8E	Complete	Daphnia03121-RA	316.7	246
EOG090X0A8G	Complete	Daphnia00081-RA	422.4	229
EOG090X0A8N	Missing
EOG090X0A90	Complete	Daphnia12494-RA	346.0	277
EOG090X0A9P	Missing
EOG090X0AAB	Complete	Daphnia01022-RA	265.6	283
EOG090X0ABW	Complete	Daphnia00151-RA	203.9	164
EOG090X0ACL	Complete	Daphnia07501-RA	278.0	197
EOG090X0ACT	Complete	Daphnia12967-RA	269.8	213
EOG090X0ACU	Complete	Daphnia08428-RA	421.8	304
EOG090X0ADH	Complete	Daphnia01422-RA	225.0	183
EOG090X0ADS	Complete	Daphnia03586-RA	323.9	296
EOG090X0ADZ	Complete	Daphnia04500-RA	109.7	129
EOG090X0AE1	Complete	Daphnia08763-RA	323.7	216
EOG090X0AGI	Complete	Daphnia05144-RA	197.4	171
EOG090X0AGU	Complete	Daphnia04535-RA	190.3	142
EOG090X0AH4	Complete	Daphnia09228-RA	168.8	82
EOG090X0AI9	Complete	Daphnia06435-RA	200.3	141
EOG090X0AIB	Complete	Daphnia11599-RA	256.3	269
EOG090X0AIN	Complete	Daphnia06984-RA	194.3	224
EOG090X0AJ3	Duplicated	Daphnia10030-RA	330.6	187
EOG090X0AJ3	Duplicated	Daphnia10030-RB	332.1	188
EOG090X0AJ3	Duplicated	Daphnia10030-RC	332.1	188
EOG090X0AJZ	Complete	Daphnia06355-RA	372.8	255
EOG090X0AKT	Complete	Daphnia04381-RA	274.7	219
EOG090X0AKX	Complete	Daphnia09926-RA	421.7	298
EOG090X0ALT	Complete	Daphnia02500-RA	282.4	297
EOG090X0AMT	Fragmented	Daphnia02736-RA	187.9	149
EOG090X0APE	Complete	Daphnia00342-RA	255.0	206
EOG090X0APF	Complete	Daphnia06409-RA	251.3	170
EOG090X0APJ	Complete	Daphnia08620-RA	260.7	158
EOG090X0AQE	Complete	Daphnia00030-RA	205.1	126
EOG090X0AQG	Complete	Daphnia01663-RA	270.5	172
EOG090X0AQH	Duplicated	Daphnia11334-RB	289.4	217
EOG090X0AQH	Duplicated	Daphnia11334-RC	289.4	217
EOG090X0AQH	Duplicated	Daphnia11334-RD	289.4	217
EOG090X0AQP	Complete	Daphnia10690-RA	305.0	251
EOG090X0AR4	Complete	Daphnia03263-RA	374.6	226
EOG090X0ARF	Complete	Daphnia10292-RA	421.5	344
EOG090X0ARU	Complete	Daphnia10253-RA	193.5	168
EOG090X0ASF	Complete	Daphnia10051-RA	323.7	528
EOG090X0ASS	Complete	Daphnia02540-RF	248.4	168
EOG090X0ATU	Complete	Daphnia05012-RA	277.7	198
EOG090X0AU0	Complete	Daphnia06333-RA	448.8	330
EOG090X0AUC	Complete	Daphnia06577-RA	474.6	246
EOG090X0AV2	Fragmented	Daphnia10421-RA	212.1	136
EOG090X0AVB	Complete	Daphnia10193-RA	340.3	227
EOG090X0AVC	Complete	Daphnia06584-RA	97.5	74
EOG090X0AVI	Complete	Daphnia02735-RA	308.0	258
EOG090X0AVR	Fragmented	Daphnia06520-RA	116.1	132
EOG090X0AVX	Missing
EOG090X0AW0	Complete	Daphnia03756-RA	294.6	227
EOG090X0AX4	Fragmented	Daphnia07834-RA	205.0	140
EOG090X0AXR	Fragmented	Daphnia06472-RA	133.4	133
EOG090X0AZ6	Complete	Daphnia08535-RA	233.8	206
EOG090X0B12	Complete	Daphnia06791-RA	265.7	254
EOG090X0B17	Complete	Daphnia10367-RA	425.1	328
EOG090X0B2Q	Complete	Daphnia11299-RA	196.3	87
EOG090X0B3F	Complete	Daphnia01185-RA	308.8	191
EOG090X0B4J	Missing
EOG090X0B5N	Complete	Daphnia03934-RA	248.3	185
EOG090X0B66	Complete	Daphnia04235-RA	411.5	246
EOG090X0B67	Complete	Daphnia13254-RA	335.8	233
EOG090X0B72	Complete	Daphnia01962-RA	369.8	202
EOG090X0B7I	Complete	Daphnia10707-RA	164.9	112
EOG090X0B8X	Complete	Daphnia05014-RA	124.9	170
EOG090X0B9X	Complete	Daphnia10962-RA	363.7	205
EOG090X0BA1	Complete	Daphnia05417-RA	308.0	274
EOG090X0BA8	Complete	Daphnia03160-RA	395.4	190
EOG090X0BAY	Complete	Daphnia03802-RA	284.6	277
EOG090X0BB3	Complete	Daphnia02489-RA	291.8	216
EOG090X0BBH	Duplicated	Daphnia05199-RA	298.6	203
EOG090X0BBH	Duplicated	Daphnia11373-RA	337.8	237
EOG090X0BBW	Duplicated	Daphnia10014-RA	406.7	258
EOG090X0BBW	Duplicated	Daphnia10014-RB	406.7	258
EOG090X0BCY	Complete	Daphnia12062-RA	577.8	455
EOG090X0BDJ	Complete	Daphnia08518-RA	295.6	213
EOG090X0BEK	Complete	Daphnia09443-RA	357.0	226
EOG090X0BEM	Complete	Daphnia06591-RA	300.8	162
EOG090X0BEO	Complete	Daphnia01386-RA	180.0	288
EOG090X0BFL	Complete	Daphnia02881-RA	213.8	285
EOG090X0BFR	Complete	Daphnia06447-RA	325.8	207
EOG090X0BG9	Complete	Daphnia01152-RA	397.0	250
EOG090X0BGA	Duplicated	Daphnia12040-RA	293.4	243
EOG090X0BGA	Duplicated	Daphnia12040-RB	293.4	243
EOG090X0BGA	Duplicated	Daphnia12040-RC	293.4	243
EOG090X0BHG	Complete	Daphnia03881-RA	390.4	282
EOG090X0BHT	Complete	Daphnia12575-RA	276.8	223
EOG090X0BI6	Complete	Daphnia10379-RA	237.4	323
EOG090X0BIL	Duplicated	Daphnia02977-RA	325.0	255
EOG090X0BIL	Duplicated	Daphnia02977-RB	325.0	255
EOG090X0BIL	Duplicated	Daphnia02977-RC	325.0	255
EOG090X0BIY	Complete	Daphnia03143-RA	364.8	240
EOG090X0BJA	Complete	Daphnia06580-RA	265.0	186
EOG090X0BKI	Complete	Daphnia03116-RA	358.8	221
EOG090X0BKO	Complete	Daphnia07270-RA	276.5	197
EOG090X0BLH	Missing
EOG090X0BM0	Complete	Daphnia12526-RA	210.1	150
EOG090X0BM2	Duplicated	Daphnia09638-RB	48.4	166
EOG090X0BM2	Duplicated	Daphnia09638-RC	48.3	166
EOG090X0BMA	Complete	Daphnia07713-RA	123.4	80
EOG090X0BNZ	Complete	Daphnia06375-RA	93.5	204
EOG090X0BOE	Duplicated	Daphnia10546-RA	305.1	171
EOG090X0BOE	Duplicated	Daphnia10546-RB	305.9	171
EOG090X0BOE	Duplicated	Daphnia10546-RC	305.3	171
EOG090X0BPM	Complete	Daphnia06379-RD	332.1	225
EOG090X0BPX	Complete	Daphnia02449-RA	227.1	139
EOG090X0BSB	Complete	Daphnia04852-RA	312.1	193
EOG090X0BSC	Complete	Daphnia11276-RA	415.9	237
EOG090X0BTB	Complete	Daphnia04184-RA	220.2	152
EOG090X0BTZ	Complete	Daphnia10041-RA	283.0	273
EOG090X0BVA	Complete	Daphnia10492-RA	141.4	95
EOG090X0BVL	Missing
EOG090X0BVS	Complete	Daphnia03154-RA	381.0	196
EOG090X0BW7	Complete	Daphnia06937-RA	222.3	361
EOG090X0BWK	Complete	Daphnia04432-RA	286.7	190
EOG090X0BWU	Complete	Daphnia04960-RA	188.6	130
EOG090X0BWZ	Complete	Daphnia09459-RA	234.2	174
EOG090X0BXN	Complete	Daphnia12323-RA	170.1	171
EOG090X0BXY	Complete	Daphnia11010-RA	327.7	172
EOG090X0C09	Complete	Daphnia09901-RA	231.6	194
EOG090X0C0Q	Complete	Daphnia09191-RA	186.3	138
EOG090X0C3N	Complete	Daphnia05748-RA	345.6	236
EOG090X0C3Y	Complete	Daphnia06228-RA	206.8	202
EOG090X0C57	Complete	Daphnia03451-RA	235.8	172
EOG090X0C5B	Complete	Daphnia08789-RA	321.3	241
EOG090X0C5G	Complete	Daphnia11961-RA	233.4	204
EOG090X0C5N	Complete	Daphnia12570-RA	359.6	187
EOG090X0C5S	Duplicated	Daphnia04135-RA	290.4	224
EOG090X0C5S	Duplicated	Daphnia09451-RA	259.6	224
EOG090X0C5Y	Complete	Daphnia08138-RA	190.1	149
EOG090X0C6V	Complete	Daphnia01350-RB	118.1	288
EOG090X0C7N	Complete	Daphnia06120-RA	194.3	162
EOG090X0C93	Complete	Daphnia01430-RA	193.9	142
EOG090X0C9C	Complete	Daphnia06599-RA	130.3	139
EOG090X0C9F	Complete	Daphnia10550-RA	368.2	194
EOG090X0CAM	Complete	Daphnia00314-RA	150.5	155
EOG090X0CAY	Fragmented	Daphnia08380-RA	204.2	132
EOG090X0CBU	Complete	Daphnia02979-RA	125.0	77
EOG090X0CBY	Missing
EOG090X0CCZ	Complete	Daphnia09704-RA	176.3	121
EOG090X0CDS	Complete	Daphnia00247-RA	389.0	212
EOG090X0CE5	Complete	Daphnia09650-RA	353.7	184
EOG090X0CFQ	Complete	Daphnia13522-RA	192.0	133
EOG090X0CFU	Complete	Daphnia03075-RA	247.6	161
EOG090X0CGE	Complete	Daphnia03863-RA	348.3	226
EOG090X0CGF	Complete	Daphnia04654-RA	271.1	317
EOG090X0CHF	Complete	Daphnia03153-RA	270.1	180
EOG090X0CJ3	Complete	Daphnia03477-RA	199.7	171
EOG090X0CJA	Complete	Daphnia02356-RF	217.0	194
EOG090X0CJG	Duplicated	Daphnia03722-RE	303.3	168
EOG090X0CJG	Duplicated	Daphnia03722-RF	303.2	196
EOG090X0CJG	Duplicated	Daphnia03722-RG	305.8	168
EOG090X0CKF	Complete	Daphnia01603-RA	274.1	147
EOG090X0CKJ	Complete	Daphnia06524-RA	230.5	160
EOG090X0CKL	Missing
EOG090X0CKN	Duplicated	Daphnia04904-RA	323.1	189
EOG090X0CKN	Duplicated	Daphnia04904-RB	323.1	189
EOG090X0CKN	Duplicated	Daphnia04904-RD	323.1	189
EOG090X0CO7	Duplicated	Daphnia03939-RA	266.4	151
EOG090X0CO7	Duplicated	Daphnia03939-RB	266.4	151
EOG090X0CO7	Duplicated	Daphnia03939-RC	266.4	151
EOG090X0COM	Complete	Daphnia01309-RA	304.0	221
EOG090X0CQ9	Complete	Daphnia00863-RA	243.3	168
EOG090X0CQA	Complete	Daphnia12649-RA	246.3	274
EOG090X0CST	Duplicated	Daphnia01026-RA	234.2	182
EOG090X0CST	Duplicated	Daphnia01026-RB	234.2	182
EOG090X0CTI	Complete	Daphnia05781-RA	291.8	175
EOG090X0CTK	Complete	Daphnia06425-RA	248.6	182
EOG090X0CWA	Complete	Daphnia10414-RA	345.5	248
EOG090X0CWG	Complete	Daphnia10197-RA	291.3	284
EOG090X0CZM	Complete	Daphnia11588-RA	151.0	155
EOG090X0CZV	Complete	Daphnia13176-RA	346.4	190
EOG090X0D00	Complete	Daphnia08412-RA	317.4	227
EOG090X0D01	Complete	Daphnia03306-RA	123.2	62
EOG090X0D0V	Complete	Daphnia07736-RA	288.2	158
EOG090X0D1G	Complete	Daphnia07902-RA	331.8	194
EOG090X0D2W	Complete	Daphnia01195-RA	241.1	255
EOG090X0D30	Complete	Daphnia04112-RA	303.2	184
EOG090X0D34	Complete	Daphnia01975-RA	198.3	193
EOG090X0D3U	Complete	Daphnia08692-RA	312.8	225
EOG090X0D4M	Complete	Daphnia03067-RA	315.1	182
EOG090X0D82	Missing
EOG090X0D84	Complete	Daphnia12031-RB	207.7	232
EOG090X0D99	Complete	Daphnia02824-RA	282.7	166
EOG090X0D9B	Complete	Daphnia01513-RA	219.7	135
EOG090X0DAO	Complete	Daphnia13252-RA	317.7	181
EOG090X0DBE	Complete	Daphnia08635-RA	251.7	194
EOG090X0DDP	Complete	Daphnia02784-RA	367.3	234
EOG090X0DE4	Complete	Daphnia12202-RC	208.5	145
EOG090X0DEG	Duplicated	Daphnia03394-RA	124.6	107
EOG090X0DEG	Duplicated	Daphnia03394-RB	123.3	98
EOG090X0DEG	Duplicated	Daphnia03394-RC	123.1	107
EOG090X0DEX	Missing
EOG090X0DHL	Complete	Daphnia11446-RA	205.5	164
EOG090X0DK3	Complete	Daphnia04744-RA	283.7	191
EOG090X0DK6	Complete	Daphnia08575-RA	310.3	201
EOG090X0DL4	Complete	Daphnia06392-RA	176.3	158
EOG090X0DLG	Complete	Daphnia06054-RA	300.4	196
EOG090X0DLH	Complete	Daphnia02242-RA	257.4	140
EOG090X0DMT	Duplicated	Daphnia12612-RB	197.3	205
EOG090X0DMT	Duplicated	Daphnia12612-RC	197.4	205
EOG090X0DMT	Duplicated	Daphnia12612-RD	183.2	179
EOG090X0DNH	Fragmented	Daphnia10447-RA	163.6	113
EOG090X0DNU	Complete	Daphnia11934-RA	291.4	168
EOG090X0DNW	Complete	Daphnia06304-RA	203.0	117
EOG090X0DP2	Complete	Daphnia00083-RA	194.1	122
EOG090X0DPU	Duplicated	Daphnia05389-RA	97.6	98
EOG090X0DPU	Duplicated	Daphnia05389-RB	97.6	97
EOG090X0DPU	Duplicated	Daphnia05389-RC	97.6	98
EOG090X0DPX	Complete	Daphnia02319-RA	70.9	59
EOG090X0DSH	Complete	Daphnia06269-RA	240.9	122
EOG090X0DT2	Complete	Daphnia04134-RA	250.8	198
EOG090X0DUJ	Missing
EOG090X0DUK	Complete	Daphnia07810-RA	245.9	179
EOG090X0DUU	Complete	Daphnia06811-RA	147.2	80
