Sample_ID,MLG_ID,Longitude,Latitude,Species,Continent,Accession,BioProject,BioSample
April_2017_Dramp_14,Daphnia.pulex.Europe.GBR.180,-2.09011,50.64312,Daphnia pulex,Europe,SRR14476867,PRJNA725506,SAMN19067570
April_2017_DMud_78,Daphnia.pulex.Europe.GBR.181,-2.09272,50.64285,Daphnia pulex,Europe,SRR14476836,PRJNA725506,SAMN19067563
April_2017_DOil_1,Daphnia.pulex.Europe.GBR.182,-2.09183,50.64321,Daphnia pulex,Europe,SRR14476906,PRJNA725506,SAMN19067564
April_2017_DOil_2,Daphnia.pulex.Europe.GBR.183,-2.09183,50.64321,Daphnia pulex,Europe,SRR14476905,PRJNA725506,SAMN19067565
April_2017_DOil_3,Daphnia.pulex.Europe.GBR.184,-2.09183,50.64321,Daphnia pulex,Europe,SRR14476903,PRJNA725506,SAMN19067566
April_2017_DOil_5,Daphnia.pulex.Europe.GBR.185,-2.09183,50.64321,Daphnia pulex,Europe,SRR14476902,PRJNA725506,SAMN19067567
April_2017_DOil_7,Daphnia.pulex.Europe.GBR.186,-2.09183,50.64321,Daphnia pulex,Europe,SRR14476901,PRJNA725506,SAMN19067568
April_2017_Dramp_17,Daphnia.pulex.Europe.GBR.189,-2.09011,50.64312,Daphnia pulex,Europe,SRR14476866,PRJNA725506,SAMN19067571
April29_2018_DBunk_Male4,Daphnia.pulex.Europe.GBR.19,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476675,PRJNA725506,SAMN19088645
April_2017_Dramp_9,Daphnia.pulex.Europe.GBR.191,-2.09011,50.64312,Daphnia pulex,Europe,SRR14476864,PRJNA725506,SAMN19067573
December17_2018_D8_1,Daphnia.pulex.Europe.GBR.192,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426957,PRJNA725506,SAMN19021176
Fall_2016_D10_41,Daphnia.pulex.Europe.GBR.193,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476813,PRJNA725506,SAMN19067574
Fall_2016_D10_49,Daphnia.pulex.Europe.GBR.196,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476957,PRJNA725506,SAMN19067577
March20_2018_DBunk_15,Daphnia.pulex.Europe.GBR.20,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426911,PRJNA725506,SAMN19021234
Fall_2016_D10_63,Daphnia.pulex.Europe.GBR.200,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476800,PRJNA725506,SAMN19067581
Fall_2016_D10_84,Daphnia.pulex.Europe.GBR.207,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476774,PRJNA725506,SAMN19067588
Fall_2016_D10_A12,Daphnia.pulex.Europe.GBR.209,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476771,PRJNA725506,SAMN19067590
Fall_2016_D10_A13,Daphnia.pulex.Europe.GBR.210,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476954,PRJNA725506,SAMN19067591
Fall_2016_D10_A21,Daphnia.pulex.Europe.GBR.213,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476767,PRJNA725506,SAMN19067594
Fall_2016_D10_A6,Daphnia.pulex.Europe.GBR.215,-2.206421,50.709379,Daphnia pulex,Europe,SRR14476953,PRJNA725506,SAMN19067596
Lab_2019_D8_349Male,Daphnia.pulex.Europe.GBR.219,-2.091652,50.64256,Daphnia pulex,Europe,-,-,-
March15_2019_D8_MomPE1,Daphnia.pulex.Europe.GBR.220,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476656,PRJNA725506,SAMN19088662
March15_2019_D8_MomPE10,Daphnia.pulex.Europe.GBR.221,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476655,PRJNA725506,SAMN19088663
March15_2019_D8_MomPE11,Daphnia.pulex.Europe.GBR.222,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476654,PRJNA725506,SAMN19088664
March15_2019_D8_MomPE13,Daphnia.pulex.Europe.GBR.223,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476652,PRJNA725506,SAMN19088666
March15_2019_D8_MomPE14,Daphnia.pulex.Europe.GBR.225,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476651,PRJNA725506,SAMN19088667
March15_2019_D8_MomPE15,Daphnia.pulex.Europe.GBR.226,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476650,PRJNA725506,SAMN19088668
March15_2019_D8_MomPE16,Daphnia.pulex.Europe.GBR.227,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476649,PRJNA725506,SAMN19088669
March15_2019_D8_MomPE17,Daphnia.pulex.Europe.GBR.228,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476648,PRJNA725506,SAMN19088670
March15_2019_D8_MomPE19,Daphnia.pulex.Europe.GBR.229,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476645,PRJNA725506,SAMN19088672
April29_2018_DBunk_MomPE3,Daphnia.pulex.Europe.GBR.23,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476671,PRJNA725506,SAMN19088649
March15_2019_D8_MomPE2,Daphnia.pulex.Europe.GBR.230,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476644,PRJNA725506,SAMN19088673
March15_2019_D8_MomPE20,Daphnia.pulex.Europe.GBR.231,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476643,PRJNA725506,SAMN19088674
March15_2019_D8_MomPE21,Daphnia.pulex.Europe.GBR.232,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476642,PRJNA725506,SAMN19088675
March15_2019_D8_MomPE3,Daphnia.pulex.Europe.GBR.233,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476641,PRJNA725506,SAMN19088676
March15_2019_D8_MomPE4,Daphnia.pulex.Europe.GBR.234,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476640,PRJNA725506,SAMN19088677
March15_2019_D8_MomPE5,Daphnia.pulex.Europe.GBR.235,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476639,PRJNA725506,SAMN19088678
March15_2019_D8_MomPE6,Daphnia.pulex.Europe.GBR.236,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476638,PRJNA725506,SAMN19088679
March15_2019_D8_MomPE7,Daphnia.pulex.Europe.GBR.237,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476637,PRJNA725506,SAMN19088680
March15_2019_D8_MomPE8,Daphnia.pulex.Europe.GBR.238,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476636,PRJNA725506,SAMN19088681
March15_2019_D8_MomPE9,Daphnia.pulex.Europe.GBR.239,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476634,PRJNA725506,SAMN19088682
April29_2018_DBunk_MomPE4,Daphnia.pulex.Europe.GBR.24,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476670,PRJNA725506,SAMN19088650
March15_2019_DBunk_MomPE11,Daphnia.pulex.Europe.GBR.242,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476632,PRJNA725506,SAMN19088684
March15_2019_DBunk_MomPE14,Daphnia.pulex.Europe.GBR.245,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476629,PRJNA725506,SAMN19088687
March15_2019_DBunk_MomPE16,Daphnia.pulex.Europe.GBR.247,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476627,PRJNA725506,SAMN19088689
March15_2019_DBunk_MomPE17,Daphnia.pulex.Europe.GBR.248,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476626,PRJNA725506,SAMN19088690
March15_2019_DBunk_MomPE18,Daphnia.pulex.Europe.GBR.249,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476625,PRJNA725506,SAMN19088691
April29_2018_DBunk_MomPE5,Daphnia.pulex.Europe.GBR.25,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476669,PRJNA725506,SAMN19088651
March15_2019_DBunk_MomPE19,Daphnia.pulex.Europe.GBR.250,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476623,PRJNA725506,SAMN19088692
March15_2019_DBunk_MomPE12,Daphnia.pulex.Europe.GBR.251,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476631,PRJNA725506,SAMN19088685
March15_2019_DBunk_MomPE3,Daphnia.pulex.Europe.GBR.253,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476621,PRJNA725506,SAMN19088694
March15_2019_DBunk_MomPE4,Daphnia.pulex.Europe.GBR.254,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476620,PRJNA725506,SAMN19088695
March15_2019_DBunk_MomPE5,Daphnia.pulex.Europe.GBR.255,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476619,PRJNA725506,SAMN19088696
March15_2019_DBunk_MomPE6,Daphnia.pulex.Europe.GBR.256,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476618,PRJNA725506,SAMN19088697
March15_2019_DBunk_MomPE7,Daphnia.pulex.Europe.GBR.257,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476617,PRJNA725506,SAMN19088698
March15_2019_DBunk_MomPE8,Daphnia.pulex.Europe.GBR.258,-2.09237,50.64259,Daphnia pulex,Europe,SRR14476616,PRJNA725506,SAMN19088699
April29_2018_DCat_Male1,Daphnia.pulex.Europe.GBR.26,-2.09121,50.64245,Daphnia pulex,Europe,SRR14476667,PRJNA725506,SAMN19088652
March15_2019_DCat_MomPE16,Daphnia.pulex.Europe.GBR.267,-2.09121,50.64245,Daphnia pulex,Europe,SRR14476606,PRJNA725506,SAMN19088708
March20_2018_D8_1,Daphnia.pulex.Europe.GBR.280,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426956,PRJNA725506,SAMN19021177
March20_2018_D8_11,Daphnia.pulex.Europe.GBR.282,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426934,PRJNA725506,SAMN19021179
March20_2018_D8_13,Daphnia.pulex.Europe.GBR.284,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426912,PRJNA725506,SAMN19021181
March20_2018_D8_15,Daphnia.pulex.Europe.GBR.286,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426890,PRJNA725506,SAMN19021183
March20_2018_D8_16,Daphnia.pulex.Europe.GBR.287,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426882,PRJNA725506,SAMN19021184
March20_2018_D8_17,Daphnia.pulex.Europe.GBR.288,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426881,PRJNA725506,SAMN19021185
March20_2018_D8_18,Daphnia.pulex.Europe.GBR.289,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426955,PRJNA725506,SAMN19021186
March20_2018_D8_21,Daphnia.pulex.Europe.GBR.292,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426952,PRJNA725506,SAMN19021194
March20_2018_D8_31,Daphnia.pulex.Europe.GBR.293,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426940,PRJNA725506,SAMN19021205
March20_2018_D8_23,Daphnia.pulex.Europe.GBR.294,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426950,PRJNA725506,SAMN19021196
March20_2018_D8_25,Daphnia.pulex.Europe.GBR.296,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426948,PRJNA725506,SAMN19021198
March20_2018_D8_26,Daphnia.pulex.Europe.GBR.297,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426947,PRJNA725506,SAMN19021199
March20_2018_D8_28,Daphnia.pulex.Europe.GBR.299,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426944,PRJNA725506,SAMN19021201
March15_2019_DCat_MomPE1,Daphnia.pulex.Europe.GBR.30,-2.09121,50.64245,Daphnia pulex,Europe,SRR14476614,PRJNA725506,SAMN19088701
March20_2018_D8_29,Daphnia.pulex.Europe.GBR.300,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426943,PRJNA725506,SAMN19021202
March20_2018_D8_3,Daphnia.pulex.Europe.GBR.301,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426942,PRJNA725506,SAMN19021203
March20_2018_D8_33,Daphnia.pulex.Europe.GBR.305,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426938,PRJNA725506,SAMN19021207
March20_2018_D8_Male3,Daphnia.pulex.Europe.GBR.306,-2.091652,50.64256,Daphnia pulex,Europe,SRR14481167,PRJNA725506,SAMN19021228
March20_2018_D8_35,Daphnia.pulex.Europe.GBR.307,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426936,PRJNA725506,SAMN19021209
March20_2018_D8_30,Daphnia.pulex.Europe.GBR.308,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426941,PRJNA725506,SAMN19021204
March20_2018_D8_37,Daphnia.pulex.Europe.GBR.309,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426933,PRJNA725506,SAMN19021211
March20_2018_D8_38,Daphnia.pulex.Europe.GBR.310,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426932,PRJNA725506,SAMN19021212
March20_2018_D8_39,Daphnia.pulex.Europe.GBR.311,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426931,PRJNA725506,SAMN19021213
March20_2018_D8_4,Daphnia.pulex.Europe.GBR.312,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426930,PRJNA725506,SAMN19021214
March20_2018_D8_40,Daphnia.pulex.Europe.GBR.313,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426929,PRJNA725506,SAMN19021215
March20_2018_D8_41,Daphnia.pulex.Europe.GBR.314,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426928,PRJNA725506,SAMN19021216
March20_2018_D8_43,Daphnia.pulex.Europe.GBR.315,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426927,PRJNA725506,SAMN19021217
March20_2018_D8_44,Daphnia.pulex.Europe.GBR.316,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426926,PRJNA725506,SAMN19021218
March20_2018_D8_45,Daphnia.pulex.Europe.GBR.317,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426925,PRJNA725506,SAMN19021219
March20_2018_D8_5,Daphnia.pulex.Europe.GBR.319,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426922,PRJNA725506,SAMN19021221
March20_2018_D8_9,Daphnia.pulex.Europe.GBR.321,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426918,PRJNA725506,SAMN19021225
March20_2018_D8_8,Daphnia.pulex.Europe.GBR.322,-2.091652,50.64256,Daphnia pulex,Europe,SRR14426919,PRJNA725506,SAMN19021224
March20_2018_DBunk_1,Daphnia.pulex.Europe.GBR.326,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426917,PRJNA725506,SAMN19021229
March20_2018_DBunk_25,Daphnia.pulex.Europe.GBR.343,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426904,PRJNA725506,SAMN19021242
March20_2018_DBunk_27,Daphnia.pulex.Europe.GBR.345,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426903,PRJNA725506,SAMN19021243
March20_2018_DBunk_3,Daphnia.pulex.Europe.GBR.348,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426899,PRJNA725506,SAMN19021246
March20_2018_DBunk_7,Daphnia.pulex.Europe.GBR.352,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426887,PRJNA725506,SAMN19021257
March20_2018_DBunk_35,Daphnia.pulex.Europe.GBR.354,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426893,PRJNA725506,SAMN19021252
March20_2018_DBunk_5,Daphnia.pulex.Europe.GBR.363,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426889,PRJNA725506,SAMN19021255
March20_2018_DBunk_6,Daphnia.pulex.Europe.GBR.364,-2.09237,50.64259,Daphnia pulex,Europe,SRR14426888,PRJNA725506,SAMN19021256
March_2018_D8_18030,Daphnia.pulex.Europe.GBR.370,-2.091652,50.64256,Daphnia pulex,Europe,SRR24967685,PRJNA982532,SAMN35708988
March_2018_DCat_18004,Daphnia.pulex.Europe.GBR.371,-2.09121,50.64245,Daphnia pulex,Europe,SRR24967692,PRJNA982532,SAMN35708981
May_2017_D8_521,Daphnia.pulex.Europe.GBR.375,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476818,PRJNA725506,SAMN19067602
May_2017_D8_532,Daphnia.pulex.Europe.GBR.376,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476817,PRJNA725506,SAMN19067603
May_2017_D8_538,Daphnia.pulex.Europe.GBR.377,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476833,PRJNA725506,SAMN19067604
May_2017_D8_544,Daphnia.pulex.Europe.GBR.380,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476832,PRJNA725506,SAMN19067607
April_2017_D8_9,Daphnia.pulex.Europe.GBR.391,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476939,PRJNA725506,SAMN19067490
April_2017_D8_130,Daphnia.pulex.Europe.GBR.40,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476863,PRJNA725506,SAMN19067422
May_2017_DBunk_509,Daphnia.pulex.Europe.GBR.402,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477055,PRJNA725506,SAMN19067626
May_2017_DBunk_514,Daphnia.pulex.Europe.GBR.403,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477052,PRJNA725506,SAMN19067627
May_2017_DBunk_515,Daphnia.pulex.Europe.GBR.404,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477053,PRJNA725506,SAMN19067628
May_2017_DBunk_523,Daphnia.pulex.Europe.GBR.407,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477048,PRJNA725506,SAMN19067631
May_2017_DBunk_525,Daphnia.pulex.Europe.GBR.408,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477047,PRJNA725506,SAMN19067632
May_2017_DBunk_547,Daphnia.pulex.Europe.GBR.412,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477042,PRJNA725506,SAMN19067636
May_2017_DBunk_554,Daphnia.pulex.Europe.GBR.414,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477041,PRJNA725506,SAMN19067639
May_2017_DBunk_557,Daphnia.pulex.Europe.GBR.415,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477038,PRJNA725506,SAMN19067640
May_2017_DBunk_558,Daphnia.pulex.Europe.GBR.416,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477039,PRJNA725506,SAMN19067641
May_2017_DBunk_579,Daphnia.pulex.Europe.GBR.421,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477033,PRJNA725506,SAMN19067646
May_2017_DBunk_589,Daphnia.pulex.Europe.GBR.423,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477031,PRJNA725506,SAMN19067648
May_2017_DBunk_590,Daphnia.pulex.Europe.GBR.424,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477029,PRJNA725506,SAMN19067649
May_2017_DBunk_591,Daphnia.pulex.Europe.GBR.425,-2.09237,50.64259,Daphnia pulex,Europe,SRR14477027,PRJNA725506,SAMN19067650
April_2017_D8_134,Daphnia.pulex.Europe.GBR.44,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476802,PRJNA725506,SAMN19067426
April_2017_D8_137,Daphnia.pulex.Europe.GBR.47,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476828,PRJNA725506,SAMN19067429
April_2017_D8_248,Daphnia.pulex.Europe.GBR.48,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476781,PRJNA725506,SAMN19067461
April_2017_D8_147,Daphnia.pulex.Europe.GBR.51,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476793,PRJNA725506,SAMN19067433
April_2017_D8_157,Daphnia.pulex.Europe.GBR.54,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476790,PRJNA725506,SAMN19067436
April_2017_D8_179,Daphnia.pulex.Europe.GBR.59,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476789,PRJNA725506,SAMN19067441
April_2017_D8_179,Daphnia.pulex.Europe.GBR.59,-2.091652,50.64256,Daphnia pulex,Europe,SRR14572424,PRJNA725506,SAMN19067441
April_2017_D8_179,Daphnia.pulex.Europe.GBR.59,-2.091652,50.64256,Daphnia pulex,Europe,SRR14572425,PRJNA725506,SAMN19067441
April17_2018_D8_Male1,Daphnia.pulex.Europe.GBR.6,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476591,PRJNA725506,SAMN19088632
April_2017_D8_222,Daphnia.pulex.Europe.GBR.60,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476859,PRJNA725506,SAMN19067456
April_2017_D8_222,Daphnia.pulex.Europe.GBR.60,-2.091652,50.64256,Daphnia pulex,Europe,SRR14572420,PRJNA725506,SAMN19067456
April_2017_D8_222,Daphnia.pulex.Europe.GBR.60,-2.091652,50.64256,Daphnia pulex,Europe,SRR14572421,PRJNA725506,SAMN19067456
April_2017_D8_210,Daphnia.pulex.Europe.GBR.68,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476860,PRJNA725506,SAMN19067450
April_2017_D8_214,Daphnia.pulex.Europe.GBR.72,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476970,PRJNA725506,SAMN19067454
April_2017_D8_223,Daphnia.pulex.Europe.GBR.75,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476786,PRJNA725506,SAMN19067457
April_2017_D8_230,Daphnia.pulex.Europe.GBR.77,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476785,PRJNA725506,SAMN19067459
April_2017_D8_239,Daphnia.pulex.Europe.GBR.78,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476783,PRJNA725506,SAMN19067460
April_2017_D8_249,Daphnia.pulex.Europe.GBR.80,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476782,PRJNA725506,SAMN19067462
April_2017_D8_256,Daphnia.pulex.Europe.GBR.83,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476777,PRJNA725506,SAMN19067465
April_2017_D8_304,Daphnia.pulex.Europe.GBR.87,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476896,PRJNA725506,SAMN19067469
April_2017_D8_305,Daphnia.pulex.Europe.GBR.88,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476895,PRJNA725506,SAMN19067470
April_2017_D8_32,Daphnia.pulex.Europe.GBR.89,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476858,PRJNA725506,SAMN19067471
April17_2018_D8_Male4,Daphnia.pulex.Europe.GBR.9,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476657,PRJNA725506,SAMN19088635
April_2017_D8_338,Daphnia.pulex.Europe.GBR.91,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476893,PRJNA725506,SAMN19067473
April_2017_D8_355,Daphnia.pulex.Europe.GBR.94,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476889,PRJNA725506,SAMN19067476
April_2017_D8_359,Daphnia.pulex.Europe.GBR.95,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476888,PRJNA725506,SAMN19067477
April_2017_D8_360,Daphnia.pulex.Europe.GBR.96,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476887,PRJNA725506,SAMN19067478
April_2017_D8_373,Daphnia.pulex.Europe.GBR.97,-2.091652,50.64256,Daphnia pulex,Europe,SRR14476857,PRJNA725506,SAMN19067479
2018_Pulicaria_Pond21_22,Daphnia.pulicaria.Europe.GBR.1604,-0.312748,53.581442,Daphnia pulicaria,Europe,SRR14371414,PRJNA725506,SAMN18940763
2018_Pulicaria_Pond22_21,Daphnia.pulicaria.Europe.GBR.2,-0.312748,53.581442,Daphnia pulicaria,Europe,SRR14371413,PRJNA725506,SAMN18940764
2018_Pulicaria_Pond22_53,Daphnia.pulicaria.Europe.GBR.3,-0.312748,53.581442,Daphnia pulicaria,Europe,SRR14371412,PRJNA725506,SAMN18940765
2018_Pulicaria_Pond22_72,Daphnia.pulicaria.Europe.GBR.5,-0.312748,53.581442,Daphnia pulicaria,Europe,SRR14371410,PRJNA725506,SAMN18940767
bdw4,Daphnia.obtusa.NorthAmerica.USA.568,-87.7366,40.1224,Daphnia obtusa,NorthAmerica,SRR5012393,PRJNA351263,SAMN05980085
bdw1,Daphnia.obtusa.NorthAmerica.USA.569,-87.7366,40.1224,Daphnia obtusa,NorthAmerica,SRR5012394,PRJNA351263,SAMN05980085
bdw3,Daphnia.obtusa.NorthAmerica.USA.570,-87.7366,40.1224,Daphnia obtusa,NorthAmerica,SRR5012771,PRJNA351263,SAMN05980085
bdw2,Daphnia.obtusa.NorthAmerica.USA.571,-87.7366,40.1224,Daphnia obtusa,NorthAmerica,SRR5012396,PRJNA351263,SAMN05980085
bdw1,Daphnia.obtusa.NorthAmerica.USA.572,-87.7366,40.1224,Daphnia obtusa,NorthAmerica,SRR5012770,PRJNA351263,SAMN05980085
bdw2,Daphnia.obtusa.NorthAmerica.USA.575,-87.7366,40.1224,Daphnia obtusa,NorthAmerica,SRR5012773,PRJNA351263,SAMN05980085
BEL-00056,Daphnia.pulex.Europe.CZE.435,14.01,50.03,Daphnia pulex,Europe,SRR10160681,PRJNA573529,SAMN12816625
genome_LTU,Daphnia.pulex.Europe.LTU.485,25.2797,54.6872,Daphnia pulex,Europe,SRR2968969,PRJNA302704,SAMN04277921
LPA-88,Daphnia.pulex.NorthAmerica.CAN.434,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592136,PRJNA482684,SAMN09711180
LPA-3,Daphnia.pulex.NorthAmerica.CAN.437,-80.25,42.41,Daphnia pulex,NorthAmerica,SRR10160683,PRJNA573529,SAMN12816641
KuujSas1,Daphnia.pulex.NorthAmerica.CAN.465,-77.42,55.15,Daphnia pulex,NorthAmerica,SRR2148378,PRJNA292080,SAMN03964739
Metis,Daphnia.pulex.NorthAmerica.CAN.470,-68.7,48.37,Daphnia pulex,NorthAmerica,SRR2148383,PRJNA292080,SAMN03964744
LPB8-5,Daphnia.pulex.NorthAmerica.CAN.592,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7516536,PRJNA212295,SAMN02252748
MORG-5,Daphnia.pulex.NorthAmerica.CAN.593,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7516538,PRJNA212133,SAMN02252736
PA-32,Daphnia.pulex.NorthAmerica.CAN.597,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7516563,PRJNA212285,SAMN02252740
KSP-10,Daphnia.pulex.NorthAmerica.CAN.599,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7516566,PRJNA212290,SAMN02252743
JOL-2,Daphnia.pulex.NorthAmerica.CAN.602,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7516826,PRJNA212132,SAMN02252735
5W2,Daphnia.pulex.NorthAmerica.CAN.605,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7518396,PRJNA212129,SAMN02252732
SMI-1,Daphnia.pulex.NorthAmerica.CAN.607,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7518398,PRJNA212127,SAMN02252730
SW-4,Daphnia.pulex.NorthAmerica.CAN.609,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7519639,PRJNA212297,SAMN02252750
Hughes-2,Daphnia.pulex.NorthAmerica.CAN.612,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7521589,PRJNA212282,SAMN02252739
LPA-57,Daphnia.pulex.NorthAmerica.CAN.721,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592064,PRJNA482684,SAMN09711180
LPA-56,Daphnia.pulex.NorthAmerica.CAN.722,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592065,PRJNA482684,SAMN09711180
LPA-52,Daphnia.pulex.NorthAmerica.CAN.723,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592066,PRJNA482684,SAMN09711180
