Sample,mlg.country,id,pondID,year,long,lat,SC,Nonindependent,WildSequenced,Sex,Species,AxCF1Hybrid,LabGenerated,BioProject,Continent,Origin,Library.Name,Sample.Name,Isolate,geo_loc_name_country,geo_loc_name_country_continent,cloneID,dna.seq,Country,isolate.name,Reproduction,Monoisolate,PoolSeq,IndividualSeq,Sexual.phenotype,cont,country,mean.depth,mean.miss
April29_2018_DBunk_MomPE4,Daphnia.pulex.Europe.GBR.24,April29_2018_DBunk_MomPE4,DBunk,2018,-2.09237,50.64259,AC,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.85772,0.0165989
March15_2019_DBunk_MomPE11,Daphnia.pulex.Europe.GBR.242,March15_2019_DBunk_MomPE11,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.2107,0.00209469
March15_2019_DBunk_MomPE14,Daphnia.pulex.Europe.GBR.245,March15_2019_DBunk_MomPE14,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.9603,0.00165999
March15_2019_DBunk_MomPE16,Daphnia.pulex.Europe.GBR.247,March15_2019_DBunk_MomPE16,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,15.7561,0.0010445
March15_2019_DBunk_MomPE17,Daphnia.pulex.Europe.GBR.248,March15_2019_DBunk_MomPE17,DBunk,2019,-2.09237,50.64259,Z,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.7416,0.00230165
March15_2019_DBunk_MomPE18,Daphnia.pulex.Europe.GBR.249,March15_2019_DBunk_MomPE18,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,19.1538,0.00175894
April29_2018_DBunk_MomPE5,Daphnia.pulex.Europe.GBR.25,April29_2018_DBunk_MomPE5,DBunk,2018,-2.09237,50.64259,Q,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.4075,0.0057501
March15_2019_DBunk_MomPE19,Daphnia.pulex.Europe.GBR.250,March15_2019_DBunk_MomPE19,DBunk,2019,-2.09237,50.64259,AA,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.24314,0.00490752
March15_2019_DBunk_MomPE12,Daphnia.pulex.Europe.GBR.251,March15_2019_DBunk_MomPE12,DBunk,2019,-2.09237,50.64259,AJ,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.6209,0.00172003
March15_2019_DBunk_MomPE3,Daphnia.pulex.Europe.GBR.253,March15_2019_DBunk_MomPE3,DBunk,2019,-2.09237,50.64259,AI,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.6158,0.00146109
March15_2019_DBunk_MomPE4,Daphnia.pulex.Europe.GBR.254,March15_2019_DBunk_MomPE4,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,15.9474,0.00154695
March15_2019_DBunk_MomPE5,Daphnia.pulex.Europe.GBR.255,March15_2019_DBunk_MomPE5,DBunk,2019,-2.09237,50.64259,AA,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.80005,0.00567362
March15_2019_DBunk_MomPE6,Daphnia.pulex.Europe.GBR.256,March15_2019_DBunk_MomPE6,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.708,0.0010767
March15_2019_DBunk_MomPE7,Daphnia.pulex.Europe.GBR.257,March15_2019_DBunk_MomPE7,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.3654,0.00220874
March15_2019_DBunk_MomPE8,Daphnia.pulex.Europe.GBR.258,March15_2019_DBunk_MomPE8,DBunk,2019,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.0074,0.00495482
April29_2018_DCat_Male1,Daphnia.pulex.Europe.GBR.26,April29_2018_DCat_Male1,DCat,2018,-2.09121,50.64245,B,0,1,male,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,3.02814,0.101358
March15_2019_DCat_MomPE16,Daphnia.pulex.Europe.GBR.267,March15_2019_DCat_MomPE16,DCat,2019,-2.09121,50.64245,B,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.0963,0.00955577
March20_2018_D8_1,Daphnia.pulex.Europe.GBR.280,March20_2018_D8_1,D8,2018,-2.091652,50.64256,A,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.1224,0.00925825
March20_2018_D8_11,Daphnia.pulex.Europe.GBR.282,March20_2018_D8_11,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,24.5279,0.00203969
March20_2018_D8_13,Daphnia.pulex.Europe.GBR.284,March20_2018_D8_13,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,23.9817,0.00173714
March20_2018_D8_15,Daphnia.pulex.Europe.GBR.286,March20_2018_D8_15,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.749,0.00366379
March20_2018_D8_16,Daphnia.pulex.Europe.GBR.287,March20_2018_D8_16,D8,2018,-2.091652,50.64256,AK,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.05133,0.0448131
March20_2018_D8_17,Daphnia.pulex.Europe.GBR.288,March20_2018_D8_17,D8,2018,-2.091652,50.64256,U,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,15.9998,0.00511984
March20_2018_D8_18,Daphnia.pulex.Europe.GBR.289,March20_2018_D8_18,D8,2018,-2.091652,50.64256,AC,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.9683,0.00425849
March20_2018_D8_21,Daphnia.pulex.Europe.GBR.292,March20_2018_D8_21,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.7536,0.0147642
March20_2018_D8_31,Daphnia.pulex.Europe.GBR.293,March20_2018_D8_31,D8,2018,-2.091652,50.64256,T,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.8435,0.00398914
March20_2018_D8_23,Daphnia.pulex.Europe.GBR.294,March20_2018_D8_23,D8,2018,-2.091652,50.64256,AL,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.0795,0.0198505
March20_2018_D8_25,Daphnia.pulex.Europe.GBR.296,March20_2018_D8_25,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.506,0.0132014
March20_2018_D8_26,Daphnia.pulex.Europe.GBR.297,March20_2018_D8_26,D8,2018,-2.091652,50.64256,AR,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.4263,0.00540025
March20_2018_D8_28,Daphnia.pulex.Europe.GBR.299,March20_2018_D8_28,D8,2018,-2.091652,50.64256,Q,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.20216,0.0152649
March15_2019_DCat_MomPE1,Daphnia.pulex.Europe.GBR.30,March15_2019_DCat_MomPE1,DCat,2019,-2.09121,50.64245,B,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.8803,0.00233418
March20_2018_D8_29,Daphnia.pulex.Europe.GBR.300,March20_2018_D8_29,D8,2018,-2.091652,50.64256,S,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.95314,0.0233543
March20_2018_D8_3,Daphnia.pulex.Europe.GBR.301,March20_2018_D8_3,D8,2018,-2.091652,50.64256,AL,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.22514,0.0413616
March20_2018_D8_33,Daphnia.pulex.Europe.GBR.305,March20_2018_D8_33,D8,2018,-2.091652,50.64256,AK,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.3393,0.00282926
March20_2018_D8_Male3,Daphnia.pulex.Europe.GBR.306,March20_2018_D8_Male3,D8,2018,-2.091652,50.64256,O,0,1,male,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.0312,0.00327403
March20_2018_D8_35,Daphnia.pulex.Europe.GBR.307,March20_2018_D8_35,D8,2018,-2.091652,50.64256,S,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.06554,0.017577
March20_2018_D8_30,Daphnia.pulex.Europe.GBR.308,March20_2018_D8_30,D8,2018,-2.091652,50.64256,X,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,20.9602,0.00399988
March20_2018_D8_37,Daphnia.pulex.Europe.GBR.309,March20_2018_D8_37,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.1806,0.0392102
March20_2018_D8_38,Daphnia.pulex.Europe.GBR.310,March20_2018_D8_38,D8,2018,-2.091652,50.64256,AM,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,23.6708,0.00341558
March20_2018_D8_39,Daphnia.pulex.Europe.GBR.311,March20_2018_D8_39,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,19.7708,0.00225268
March20_2018_D8_4,Daphnia.pulex.Europe.GBR.312,March20_2018_D8_4,D8,2018,-2.091652,50.64256,Q,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,28.6297,0.00130814
March20_2018_D8_40,Daphnia.pulex.Europe.GBR.313,March20_2018_D8_40,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.00406,0.0130482
March20_2018_D8_41,Daphnia.pulex.Europe.GBR.314,March20_2018_D8_41,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.2553,0.0101072
March20_2018_D8_43,Daphnia.pulex.Europe.GBR.315,March20_2018_D8_43,D8,2018,-2.091652,50.64256,A,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.70619,0.0190065
March20_2018_D8_44,Daphnia.pulex.Europe.GBR.316,March20_2018_D8_44,D8,2018,-2.091652,50.64256,O,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.96308,0.0366587
March20_2018_D8_45,Daphnia.pulex.Europe.GBR.317,March20_2018_D8_45,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.06244,0.0131052
March20_2018_D8_5,Daphnia.pulex.Europe.GBR.319,March20_2018_D8_5,D8,2018,-2.091652,50.64256,OO,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.44374,0.0181771
March20_2018_D8_9,Daphnia.pulex.Europe.GBR.321,March20_2018_D8_9,D8,2018,-2.091652,50.64256,S,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,21.5465,0.00210375
March20_2018_D8_8,Daphnia.pulex.Europe.GBR.322,March20_2018_D8_8,D8,2018,-2.091652,50.64256,AM,0,1,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,4.96146,0.0622029
March20_2018_DBunk_1,Daphnia.pulex.Europe.GBR.326,March20_2018_DBunk_1,DBunk,2018,-2.09237,50.64259,J,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.90763,0.0710345
March20_2018_DBunk_25,Daphnia.pulex.Europe.GBR.343,March20_2018_DBunk_25,DBunk,2018,-2.09237,50.64259,AN,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,20.0496,0.00234156
March20_2018_DBunk_27,Daphnia.pulex.Europe.GBR.345,March20_2018_DBunk_27,DBunk,2018,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,25.684,0.00242408
March20_2018_DBunk_3,Daphnia.pulex.Europe.GBR.348,March20_2018_DBunk_3,DBunk,2018,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,28.5395,0.00140239
March20_2018_DBunk_7,Daphnia.pulex.Europe.GBR.352,March20_2018_DBunk_7,DBunk,2018,-2.09237,50.64259,I,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.6502,0.00605969
March20_2018_DBunk_35,Daphnia.pulex.Europe.GBR.354,March20_2018_DBunk_35,DBunk,2018,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,21.5778,0.00363025
March20_2018_DBunk_5,Daphnia.pulex.Europe.GBR.363,March20_2018_DBunk_5,DBunk,2018,-2.09237,50.64259,J,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.9385,0.00701966
March20_2018_DBunk_6,Daphnia.pulex.Europe.GBR.364,March20_2018_DBunk_6,DBunk,2018,-2.09237,50.64259,OO,0,1,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,25.1213,0.00179617
March_2018_D8_18030,Daphnia.pulex.Europe.GBR.370,March_2018_D8_18030,D8,2018,-2.091652,50.64256,OO,1,0,female,Daphnia pulex,1,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.9539,0.00692507
March_2018_DCat_18004,Daphnia.pulex.Europe.GBR.371,March_2018_DCat_18004,DCat,2018,-2.09121,50.64245,OO,1,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.1556,0.00377515
May_2017_D8_521,Daphnia.pulex.Europe.GBR.375,May_2017_D8_521,D8,2017,-2.091652,50.64256,A,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,4.9829,0.0246117
May_2017_D8_532,Daphnia.pulex.Europe.GBR.376,May_2017_D8_532,D8,2017,-2.091652,50.64256,A,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.30095,0.00858573
May_2017_D8_538,Daphnia.pulex.Europe.GBR.377,May_2017_D8_538,D8,2017,-2.091652,50.64256,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,22.4194,0.00104349
May_2017_D8_544,Daphnia.pulex.Europe.GBR.380,May_2017_D8_544,D8,2017,-2.091652,50.64256,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.9871,0.00147383
May_2017_D8_731SM,Daphnia.pulex.Europe.GBR.390,May_2017_D8_731SM,D8,2017,-2.091652,50.64256,OO,1,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.2386,0.00756941
April_2017_D8_9,Daphnia.pulex.Europe.GBR.391,April_2017_D8_9,D8,2017,-2.091652,50.64256,R,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.6187,0.00260621
May_2017_D8_770SM,Daphnia.pulex.Europe.GBR.396,May_2017_D8_770SM,D8,2017,-2.091652,50.64256,A,1,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.62337,0.00989454
May_2017_D8_773SM,Daphnia.pulex.Europe.GBR.399,May_2017_D8_773SM,D8,2017,-2.091652,50.64256,C,1,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.0888,0.0034565
April_2017_D8_130,Daphnia.pulex.Europe.GBR.40,April_2017_D8_130,D8,2017,-2.091652,50.64256,C,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.84761,0.00827882
May_2017_DBunk_509,Daphnia.pulex.Europe.GBR.402,May_2017_DBunk_509,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.12124,0.0158231
May_2017_DBunk_514,Daphnia.pulex.Europe.GBR.403,May_2017_DBunk_514,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.0871,0.00120416
May_2017_DBunk_515,Daphnia.pulex.Europe.GBR.404,May_2017_DBunk_515,DBunk,2017,-2.09237,50.64259,AD,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.0682,0.0023684
May_2017_DBunk_523,Daphnia.pulex.Europe.GBR.407,May_2017_DBunk_523,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.7677,0.00236202
May_2017_DBunk_525,Daphnia.pulex.Europe.GBR.408,May_2017_DBunk_525,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,19.266,0.00121824
May_2017_DBunk_547,Daphnia.pulex.Europe.GBR.412,May_2017_DBunk_547,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.4888,0.00105557
May_2017_DBunk_554,Daphnia.pulex.Europe.GBR.414,May_2017_DBunk_554,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,15.7586,0.00073155
May_2017_DBunk_557,Daphnia.pulex.Europe.GBR.415,May_2017_DBunk_557,DBunk,2017,-2.09237,50.64259,AO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,19.9042,0.000624551
May_2017_DBunk_558,Daphnia.pulex.Europe.GBR.416,May_2017_DBunk_558,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.7564,0.00266558
