Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Tissue
SRR14370484,WGS,302,5168560880,PRJNA725506,SAMN18938161,Invertebrate,1768196277,UNIVERSITY OF VIRGINIA,2018-03,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10722919,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,March20_2018_DBunk_18,Fixed in ethanol in the field,March20_2018_DBunk_18,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T16:52:00Z,1,March20_2018_DBunk_18,SRP316581,One female with parthenogenic embryos
SRR14370485,WGS,302,5004105874,PRJNA725506,SAMN18938160,Invertebrate,1760444082,UNIVERSITY OF VIRGINIA,2018-03,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10722918,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,March20_2018_DBunk_10,Fixed in ethanol in the field,March20_2018_DBunk_10,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T16:49:00Z,1,March20_2018_DBunk_10,SRP316581,One female with parthenogenic embryos
SRR14370486,WGS,302,3724849880,PRJNA725506,SAMN18938159,Invertebrate,1253864934,UNIVERSITY OF VIRGINIA,2019-03,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX10722917,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,March15_2019_DBunk_MomPE20,Fixed in ethanol in the field,March15_2019_DBunk_MomPE20,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T16:49:00Z,1,March15_2019_DBunk_MomPE20,SRP316581,One female with parthenogenic embryos
SRR14370487,WGS,302,5357381850,PRJNA725506,SAMN18938171,Invertebrate,1828393864,UNIVERSITY OF VIRGINIA,2018-03,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10722916,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",HiSeq X Five,March20_2018_DBunk_43,Fixed in ethanol in the field,March20_2018_DBunk_43,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:08:00Z,1,March20_2018_DBunk_43,SRP316581,One female with parthenogenic embryos
SRR14370488,WGS,302,3531769200,PRJNA725506,SAMN18938170,Invertebrate,1204593122,UNIVERSITY OF VIRGINIA,2018-03,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10722915,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",HiSeq X Five,March20_2018_DBunk_42,Fixed in ethanol in the field,March20_2018_DBunk_42,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T16:56:00Z,1,March20_2018_DBunk_42,SRP316581,One female with parthenogenic embryos
SRR14370489,WGS,302,3961693078,PRJNA725506,SAMN18938169,Invertebrate,1360936735,UNIVERSITY OF VIRGINIA,2018-03,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10722914,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,March20_2018_DBunk_41,Fixed in ethanol in the field,March20_2018_DBunk_41,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T16:56:00Z,1,March20_2018_DBunk_41,SRP316581,One female with parthenogenic embryos
SRR14370490,WGS,302,5862928642,PRJNA725506,SAMN18938168,Invertebrate,2007815265,UNIVERSITY OF VIRGINIA,2018-03,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX10722913,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",HiSeq X Five,March20_2018_DBunk_40,Fixed in ethanol in the field,March20_2018_DBunk_40,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:03:00Z,1,March20_2018_DBunk_40,SRP316581,One female with parthenogenic embryos
SRR14370491,WGS,302,8407425112,PRJNA725506,SAMN18938167,Invertebrate,2878846295,UNIVERSITY OF VIRGINIA,2018-03,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX10722912,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",HiSeq X Five,March20_2018_DBunk_38,Fixed in ethanol in the field,March20_2018_DBunk_38,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:03:00Z,1,March20_2018_DBunk_38,SRP316581,One female with parthenogenic embryos
SRR14370492,WGS,302,5188834442,PRJNA725506,SAMN18938158,Invertebrate,1748867415,UNIVERSITY OF VIRGINIA,2019-03,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX10722911,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,March15_2019_DBunk_MomPE1,Fixed in ethanol in the field,March15_2019_DBunk_MomPE1,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T16:59:00Z,1,March15_2019_DBunk_MomPE1,SRP316581,One female with parthenogenic embryos
SRR14370493,WGS,302,4859394420,PRJNA725506,SAMN18938157,Invertebrate,2043256469,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10722910,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, Dbarb pond",HiSeq X Five,April_2017_Dbarb_11,"Collected in the field\, established and maintained clonally in the lab",April_2017_Dbarb_11,PAIRED,RANDOM,GENOMIC,Daphnia obtusa,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:01:00Z,1,April_2017_Dbarb_11,SRP316581,Multiple entire females
SRR14371410,WGS,302,5461948142,PRJNA725506,SAMN18940767,Invertebrate,1843472037,UNIVERSITY OF VIRGINIA,2018-04,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10723845,United Kingdom,Europe,"United Kingdom: Lincolnshire\, Brocklesby",Illumina NovaSeq 6000,2018_Pulicaria_Pond22_72,Clonal lineage sampled from the field and established in the lab,2018_Pulicaria_Pond22_72,PAIRED,RANDOM,GENOMIC,Daphnia pulicaria,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:26:00Z,1,2018_Pulicaria_Pond22_72,SRP316581,Multiple entire females
SRR14371411,WGS,302,9492375816,PRJNA725506,SAMN18940766,Invertebrate,3267668015,UNIVERSITY OF VIRGINIA,2018-04,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX10723844,United Kingdom,Europe,"United Kingdom: Lincolnshire\, Brocklesby",Illumina NovaSeq 6000,2018_Pulicaria_Pond22_62,Clonal lineage sampled from the field and established in the lab,2018_Pulicaria_Pond22_62,PAIRED,RANDOM,GENOMIC,Daphnia pulicaria,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:30:00Z,1,2018_Pulicaria_Pond22_62,SRP316581,Multiple entire females
SRR14371412,WGS,302,5460876646,PRJNA725506,SAMN18940765,Invertebrate,1859354707,UNIVERSITY OF VIRGINIA,2018-04,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10723843,United Kingdom,Europe,"United Kingdom: Lincolnshire\, Brocklesby",Illumina NovaSeq 6000,2018_Pulicaria_Pond22_53,Clonal lineage sampled from the field and established in the lab,2018_Pulicaria_Pond22_53,PAIRED,RANDOM,GENOMIC,Daphnia pulicaria,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:27:00Z,1,2018_Pulicaria_Pond22_53,SRP316581,Multiple entire females
SRR14371413,WGS,302,5176323488,PRJNA725506,SAMN18940764,Invertebrate,1749677180,UNIVERSITY OF VIRGINIA,2018-04,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX10723842,United Kingdom,Europe,"United Kingdom: Lincolnshire\, Brocklesby",Illumina NovaSeq 6000,2018_Pulicaria_Pond22_21,Clonal lineage sampled from the field and established in the lab,2018_Pulicaria_Pond22_21,PAIRED,RANDOM,GENOMIC,Daphnia pulicaria,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:29:00Z,1,2018_Pulicaria_Pond22_21,SRP316581,Multiple entire females
SRR14371414,WGS,302,4852861858,PRJNA725506,SAMN18940763,Invertebrate,1644829377,UNIVERSITY OF VIRGINIA,2018-04,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX10723841,United Kingdom,Europe,"United Kingdom: Lincolnshire\, Brocklesby",Illumina NovaSeq 6000,2018_Pulicaria_Pond21_22,Clonal lineage sampled from the field and established in the lab,2018_Pulicaria_Pond21_22,PAIRED,RANDOM,GENOMIC,Daphnia pulicaria,ILLUMINA,2022-05-01T00:00:00Z,2021-04-30T17:25:00Z,1,2018_Pulicaria_Pond21_22,SRP316581,Multiple entire females
SRR14494763,WGS,300,2574786300,PRJNA725506,SAMN19021264,Invertebrate,1315582763,UNIVERSITY OF VIRGINIA,2018-03-20,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10842152,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18031,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18031,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-12T12:22:00Z,1,March20_2018_DCat_18031,SRP316581,Multiple entire females
SRR14494764,WGS,300,1916484900,PRJNA725506,SAMN19021263,Invertebrate,955872097,UNIVERSITY OF VIRGINIA,2018-03-20,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX10842151,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18017,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18017,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:25:00Z,1,March20_2018_DCat_18017,SRP316581,Multiple entire females
SRR14494765,WGS,300,3199326900,PRJNA725506,SAMN19021262,Invertebrate,1595127138,UNIVERSITY OF VIRGINIA,2018-03-20,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10842150,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18006,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18006,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:28:00Z,1,March20_2018_DCat_18006,SRP316581,Multiple entire females
SRR14494766,WGS,300,5352482100,PRJNA725506,SAMN19021261,Invertebrate,2692292661,UNIVERSITY OF VIRGINIA,2018-03-20,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX10842149,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18004,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18004,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:32:00Z,1,March20_2018_DCat_18004,SRP316581,Multiple entire females
SRR14494767,WGS,300,6424611000,PRJNA725506,SAMN19021237,Invertebrate,3259649739,UNIVERSITY OF VIRGINIA,2018-03-20,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10842148,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,March20_2018_DBunk_18005,Clonal lineage sampled from DBunk pond in the field and established in the lab,March20_2018_DBunk_18005,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-12T14:05:00Z,1,March20_2018_DBunk_18005,SRP316581,Multiple entire females
SRR14494768,WGS,300,2903866800,PRJNA725506,SAMN19021191,Invertebrate,1450674263,UNIVERSITY OF VIRGINIA,2018-03-20,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX10842147,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,March20_2018_D8_18031,Clonal lineage sampled from the D8 in the field and established in the lab,March20_2018_D8_18031,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:27:00Z,1,March20_2018_D8_18031,SRP316581,Multiple entire females
SRR14494769,WGS,300,5639822700,PRJNA725506,SAMN19021190,Invertebrate,2854289978,UNIVERSITY OF VIRGINIA,2018-03-20,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10842146,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,March20_2018_D8_18030,Clonal lineage sampled from the D8 in the field and established in the lab,March20_2018_D8_18030,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-12T14:29:00Z,1,March20_2018_D8_18030,SRP316581,Multiple entire females
SRR14494770,WGS,300,2687584500,PRJNA725506,SAMN19021189,Invertebrate,1352682314,UNIVERSITY OF VIRGINIA,2018-03-20,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10842145,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,March20_2018_D8_18028,Clonal lineage sampled from the D8 in the field and established in the lab,March20_2018_D8_18028,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-12T12:16:00Z,1,March20_2018_D8_18028,SRP316581,Multiple entire females
SRR14494771,WGS,300,2176613100,PRJNA725506,SAMN19021269,Invertebrate,1092122481,UNIVERSITY OF VIRGINIA,2018-03-20,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX10842144,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18048,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18048,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-12T12:17:00Z,1,March20_2018_DCat_18048,SRP316581,Multiple entire females
SRR14494772,WGS,300,3708153000,PRJNA725506,SAMN19021268,Invertebrate,1860056502,UNIVERSITY OF VIRGINIA,2018-03-20,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10842143,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18047,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18047,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:29:00Z,1,March20_2018_DCat_18047,SRP316581,Multiple entire females
SRR14494773,WGS,300,1584343200,PRJNA725506,SAMN19021267,Invertebrate,840822857,UNIVERSITY OF VIRGINIA,2018-03-20,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX10842142,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18042,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18042,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-12T11:48:00Z,1,March20_2018_DCat_18042,SRP316581,Multiple entire females
SRR14494774,WGS,300,1723731900,PRJNA725506,SAMN19021266,Invertebrate,892420615,UNIVERSITY OF VIRGINIA,2018-03-20,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10842141,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18040,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18040,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:25:00Z,1,March20_2018_DCat_18040,SRP316581,Multiple entire females
SRR14494775,WGS,300,1214882400,PRJNA725506,SAMN19021265,Invertebrate,604821290,UNIVERSITY OF VIRGINIA,2018-03-20,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX10842140,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March20_2018_DCat_18033,Clonal lineage sampled from DCat pond in the field and established in the lab,March20_2018_DCat_18033,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:24:00Z,1,March20_2018_DCat_18033,SRP316581,Multiple entire females
SRR14494776,WGS,300,2802498900,PRJNA725506,SAMN19021188,Invertebrate,1411657625,UNIVERSITY OF VIRGINIA,2018-03-20,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10842139,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,March20_2018_D8_18025,Clonal lineage sampled from the D8 in the field and established in the lab,March20_2018_D8_18025,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-12T12:19:00Z,1,March20_2018_D8_18025,SRP316581,Multiple entire females
SRR14494777,WGS,300,3169892400,PRJNA725506,SAMN19021187,Invertebrate,1648828631,UNIVERSITY OF VIRGINIA,2018-03-20,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX10842138,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,March20_2018_D8_18010,Clonal lineage sampled from the D8 in the field and established in the lab,March20_2018_D8_18010,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-11T10:28:00Z,1,March20_2018_D8_18010,SRP316581,Multiple entire females
SRR14476588,WGS,302,3749619920,PRJNA725506,SAMN19088643,Invertebrate,1256852198,UNIVERSITY OF VIRGINIA,2018-04-29,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10824885,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,April29_2018_DBunk_Male2,Single male sampled from DBunk pond fixed in ethanol in the field,April29_2018_DBunk_Male2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:39:00Z,1,April29_2018_DBunk_Male2,SRP316581,Single entire male
SRR14476589,WGS,302,2836930318,PRJNA725506,SAMN19088642,Invertebrate,1026767052,UNIVERSITY OF VIRGINIA,2018-04-29,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10824884,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",Illumina NovaSeq 6000,April29_2018_DBunk_Male1,Single male sampled from DBunk pond fixed in ethanol in the field,April29_2018_DBunk_Male1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:34:00Z,1,April29_2018_DBunk_Male1,SRP316581,Single entire male
SRR14476590,WGS,302,3184047910,PRJNA725506,SAMN19088633,Invertebrate,1073561387,UNIVERSITY OF VIRGINIA,2018-04-17,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10824883,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,April17_2018_D8_Male2,Single male sampled from D8 pond fixed in ethanol in the field,April17_2018_D8_Male2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:34:00Z,1,April17_2018_D8_Male2,SRP316581,Single entire male
SRR14476591,WGS,302,2827089044,PRJNA725506,SAMN19088632,Invertebrate,1008245798,UNIVERSITY OF VIRGINIA,2018-04-17,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10824882,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,April17_2018_D8_Male1,Single male sampled from D8 pond fixed in ethanol in the field,April17_2018_D8_Male1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:36:00Z,1,April17_2018_D8_Male1,SRP316581,Single entire male
SRR14476592,WGS,302,2428030774,PRJNA725506,SAMN19088641,Invertebrate,817117265,UNIVERSITY OF VIRGINIA,2018-04-29,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10824881,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",Illumina NovaSeq 6000,April29_2018_D8_MomPE5,Single female with parthenogenic embryos sampled from D8 pond fixed in ethanol in the field,April29_2018_D8_MomPE5,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:34:00Z,1,April29_2018_D8_MomPE5,SRP316581,Single entire female with parthenogenic embryos
SRR14476593,WGS,302,3081662360,PRJNA725506,SAMN19088720,Invertebrate,1154922165,UNIVERSITY OF VIRGINIA,2019-03-15,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10824880,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March15_2019_DCat_MomPE9,Single female with parthenogenic embryos sampled from DCat pond fixed in ethanol in the field,March15_2019_DCat_MomPE9,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:38:00Z,1,March15_2019_DCat_MomPE9,SRP316581,Single entire female with parthenogenic embryos
SRR14476594,WGS,302,3829279366,PRJNA725506,SAMN19088719,Invertebrate,1288823894,UNIVERSITY OF VIRGINIA,2019-03-15,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10824879,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March15_2019_DCat_MomPE8,Single female with parthenogenic embryos sampled from DCat pond fixed in ethanol in the field,March15_2019_DCat_MomPE8,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:39:00Z,1,March15_2019_DCat_MomPE8,SRP316581,Single entire female with parthenogenic embryos
SRR14476595,WGS,302,2055070438,PRJNA725506,SAMN19088718,Invertebrate,699427438,UNIVERSITY OF VIRGINIA,2019-03-15,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10824878,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March15_2019_DCat_MomPE7,Single female with parthenogenic embryos sampled from DCat pond fixed in ethanol in the field,March15_2019_DCat_MomPE7,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:37:00Z,1,March15_2019_DCat_MomPE7,SRP316581,Single entire female with parthenogenic embryos
SRR14476596,WGS,302,3892927376,PRJNA725506,SAMN19088717,Invertebrate,1324911840,UNIVERSITY OF VIRGINIA,2019-03-15,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10824877,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March15_2019_DCat_MomPE6,Single female with parthenogenic embryos sampled from DCat pond fixed in ethanol in the field,March15_2019_DCat_MomPE6,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:40:00Z,1,March15_2019_DCat_MomPE6,SRP316581,Single entire female with parthenogenic embryos
SRR14476597,WGS,302,3021747674,PRJNA725506,SAMN19088716,Invertebrate,1013463589,UNIVERSITY OF VIRGINIA,2019-03-15,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10824876,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March15_2019_DCat_MomPE5,Single female with parthenogenic embryos sampled from DCat pond fixed in ethanol in the field,March15_2019_DCat_MomPE5,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:40:00Z,1,March15_2019_DCat_MomPE5,SRP316581,Single entire female with parthenogenic embryos
SRR14476598,WGS,302,4343825758,PRJNA725506,SAMN19088715,Invertebrate,1531664790,UNIVERSITY OF VIRGINIA,2019-03-15,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX10824875,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DCat pond",Illumina NovaSeq 6000,March15_2019_DCat_MomPE4,Single female with parthenogenic embryos sampled from DCat pond fixed in ethanol in the field,March15_2019_DCat_MomPE4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T21:40:00Z,1,March15_2019_DCat_MomPE4,SRP316581,Single entire female with parthenogenic embryos
